400
0.100000 11.668989 1.027887
-171904.565194 347681.400366 -5182624.513699
0.100000 3.153752 5.001626
23104.280127 -115677.520649 -88434.255887
0.100000 4.037755 8.586801
99669.485775 -102644.642200 -35577.875020
0.100000 15.607845 3.405816
67715.543434 67933.623164 -111961.342342
0.100000 13.930602 2.067352
5144174.526951 4422635.452878 -13480453.369783
0.100000 19.662443 9.410008
92876.185572 169860.094964 -31177.828480
0.100000 1.459105 8.410448
-782257.320763 -4958515.016982 -1345820.454654
0.100000 18.639708 15.337357
-70431.302181 112632.495638 63945.811101
0.100000 1.970798 15.031380
774611.801130 -4692582.563846 2095155.322340
0.100000 8.381037 1.381227
11610.892776 -38611.474587 -141809.926864
0.100000 11.098637 1.000548
-516.552340 1454.208378 -147422.293462
0.100000 6.957718 2.887258
62276.691540 -59595.511129 -119606.450086
0.100000 17.673529 18.113304
-429913.584549 1300766.166136 1386484.495804
0.100000 10.068989 5.345037
160690.018771 -18255.999822 -110887.019233
0.100000 16.876434 2.911757
-3225.128075 86636.483675 -119245.261555
0.100000 9.323064 5.000656
115331.417361 -24723.129327 -88448.545515
0.100000 1.358317 12.342871
-33731.118874 -142147.688073 19797.993659
0.100000 19.782028 6.247551
-279980.332378 4564122.933941 -2469903.488610
0.100000 9.102930 3.175934
87451.332748 -27968.577864 -115350.497229
0.100000 20.702728 8.585231
-2375.354232 143047.680438 -35601.024867
0.100000 11.844799 5.387674
121384.635724 12454.908061 -82742.731604
0.100000 10.242559 9.835256
146000.479527 -11166.976114 -17171.860132
0.100000 7.304148 19.107512
66929.047869 -54488.078858 119529.351925
0.100000 18.340078 4.243761
31299.619562 332820.553724 -306347.607237
0.100000 8.865545 20.723519
13965.407845 -31468.343098 143354.193955
0.100000 18.929079 11.067608
89829.907761 116898.709668 996.748414
0.100000 10.788696 1.003405
4556.452027 -6289.440344 -297547.458433
0.100000 17.696113 18.310740
19308.101261 98721.035071 107782.506086
0.100000 1.664966 13.690008
34953.732513 -137626.755904 39658.880479
0.100000 8.043626 19.579305
98689.626646 -69437.204348 201504.597508
0.100000 3.644089 15.406955
75850.487904 -108448.469499 64971.894739
0.100000 11.001611 20.999998
88.527416 23.755432 147430.342048
0.100000 11.780591 20.050941
189526.579526 35394.289289 410396.105689
0.100000 10.260933 1.823510
-57565.492599 -10896.093371 -135289.332059
0.100000 18.641446 13.517981
-87554.374480 112658.116893 37122.693404
0.100000 5.914560 19.413131
-27014.525196 -74974.826500 124035.095750
0.100000 6.492852 19.640763
33041.581794 -66449.053079 127391.096139
0.100000 4.983639 18.370263
-600216.828347 -1172674.591392 1436569.395443
0.100000 10.933895 2.875303
85946.876554 -974.590918 -119782.714701
0.100000 14.505898 11.148290
138055.527841 51687.578058 2186.244470
0.100000 9.712471 20.912445
-4315.821754 -18982.086788 146139.550505
0.100000 7.307802 18.811071
74236.480474 -54434.213460 115158.914244
0.100000 17.975290 18.067832
17388.529831 102836.962468 104201.306799
0.100000 10.157082 1.036433
-1911.970667 -12427.165807 -146893.240403
0.100000 17.891080 4.007633
28049.850045 101595.444485 -103088.727464
0.100000 10.996228 1.239537
32075.324614 -55.613072 -143898.869405
0.100000 11.998337 20.934000
-8326.342865 14718.521442 146457.336105
0.100000 10.220730 3.398169
95095.344839 -11488.801236 -112074.069231
0.100000 18.456000 4.932995
-40642.423445 109924.091347 -89446.082732
0.100000 6.523044 4.260773
1145520.278761 -872622.708286 -1313571.644859
0.100000 4.817844 3.207541
-15168.347059 -91143.754069 -114884.513750
0.100000 8.327448 17.597337
103550.922057 -39401.537155 97264.791003
0.100000 20.585624 11.586119
41101.846238 141321.203331 8641.173699
0.100000 15.298598 2.159921
27084.959559 63374.387127 -130329.605923
0.100000 17.367437 17.775859
-54256.546454 93875.359749 99896.737469
0.100000 13.218938 5.600967
119706.521199 32713.880252 -79598.146833
0.100000 11.371148 4.048748
-105844.675794 5471.844821 -102482.572559
0.100000 2.711920 6.071013
-516166.583709 -1615465.141382 -960729.931402
0.100000 4.115143 11.204393
142156.295817 -135003.773960 4007.901271
0.100000 4.318786 5.269029
-69959.310985 -98501.391163 -84491.922120
0.100000 10.276360 20.332844
-51861.890380 -10668.657200 137594.470229
0.100000 19.657841 7.565781
85488.364645 203349.199295 -80660.481207
0.100000 4.034537 5.469218
67388.376403 -102692.083296 -81540.523128
0.100000 17.012529 8.318448
-110973.817533 88642.944666 -39534.217345
0.100000 4.543127 9.184784
174208.208182 -151654.445248 -42634.493202
0.100000 6.033241 2.352846
-145604.244396 -968092.292927 -1685453.731978
0.100000 16.222926 12.206910
-124458.145668 77001.785261 17793.515715
0.100000 3.503350 10.609670
-1287731.166225 -1461204.197310 -76080.901327
0.100000 12.884024 20.816500
-4343.315800 27776.239272 144725.016143
0.100000 9.679334 20.902209
14588.746405 -42857.494208 321340.899810
0.100000 14.728154 3.694088
-84338.058046 54964.313123 -107711.329051
0.100000 19.152509 10.913198
-172351.428675 242658.439292 -2583.642605
0.100000 17.356972 10.340440
-113391.004924 93721.072750 -9723.923227
0.100000 7.836166 3.752307
120016.578412 -62038.981457 -142118.543416
0.100000 12.941368 2.222465
198610.097292 88027.277665 -397999.084504
0.100000 10.285405 17.791242
107703.294520 -10535.307419 100123.532724
0.100000 13.308317 1.271347
-2330.154790 34031.602993 -143429.894145
0.100000 8.153885 1.582478
26413.963340 -41960.371968 -138842.874801
0.100000 10.915843 20.999384
-14112.467903 -16403.435495 1949022.660669
0.100000 18.308218 12.426247
-98409.929408 107745.330639 21027.212783
0.100000 6.374684 3.033414
758413.628099 -901540.082591 -1552801.279767
0.100000 13.833756 1.661585
-32178.468316 41778.175281 -137676.593526
0.100000 7.216048 19.871686
-38936.373935 -55786.951626 130795.599968
0.100000 12.708311 14.378226
136458.146340 25185.697906 49805.311728
0.100000 8.970124 1.810792
-659203.999406 -395651.758895 -1791107.852447
0.100000 18.430486 11.789200
97977.481236 109547.931587 11635.205779
0.100000 8.416890 1.704708
38797.149031 -38082.891085 -137040.828922
0.100000 13.868506 20.579729
319.357830 42290.487059 141234.297792
0.100000 14.761591 13.556222
464868.139345 196345.283324 133428.165605
0.100000 2.583013 13.502128
178220.362563 -313513.356206 93198.486343
0.100000 11.103165 20.999078
-1302.247211 1520.964988 147416.773047
0.100000 6.503266 10.878542
9465424.794915 -4765759.302597 -128724.249726
0.100000 2.457461 6.237510
30726.860779 -125942.963112 -70213.561562
0.100000 11.914724 20.949069
6242.906484 13485.802878 146679.492082
0.100000 11.483073 1.423431
-55655.746269 9472.472844 -187784.996371
0.100000 19.982763 12.796418
59124.644079 132433.204909 26484.653257
0.100000 13.141755 1.444037
-39687.599277 41997.237701 -187380.952035
0.100000 10.214398 2.544715
77860.812537 -11582.163299 -124656.574325
0.100000 19.467555 15.517105
-41428.404414 124837.475025 66595.842925
0.100000 8.037658 1.655332
-29121.560741 -43673.922857 -137768.782096
0.100000 8.861198 7.367253
133689.900007 -31532.442950 -53557.724332
0.100000 7.250337 15.233159
121592.424623 -55281.420687 62409.622327
0.100000 10.877693 20.981091
-14148.288991 -2872.656861 234428.761745
0.100000 15.570211 14.870394
188093.762187 107341.862780 90905.069679
0.100000 15.159156 19.729755
-75843.839302 123796.773782 259840.103094
0.100000 14.403164 17.978768
-123574.742474 66731.952338 136845.256608
0.100000 12.422372 9.416244
-144051.297236 20970.086578 -23349.376681
0.100000 12.367444 20.906010
478.791030 20160.274814 146044.678905
0.100000 10.512937 12.589548
145378.684454 -7180.789611 23434.771704
0.100000 8.417509 1.674445
-49470.033475 -50639.547857 -182862.917721
