0.000000 0.000000 0.000000 0.419878 0.877566 -0.231474 10272.313231
0.000000 0.000000 0.000000 0.093549 -0.844428 -0.527437 13832.906752
0.000000 0.000000 0.000000 0.089474 -0.055769 -0.994427 10635.860428
0.000000 0.000000 0.000000 -0.056825 0.824026 -0.563695 19228.625986
0.000000 0.000000 0.000000 -0.542615 0.824272 -0.161693 10466.313148
0.000000 0.000000 0.000000 -0.061370 0.742345 -0.667202 13861.361166
0.000000 0.000000 0.000000 -0.205267 -0.578270 -0.789601 18534.663589
0.000000 0.000000 0.000000 0.026514 0.610080 0.791896 15703.286615
0.000000 0.000000 0.000000 -0.476863 -0.877906 -0.043384 12270.557611
0.000000 0.000000 0.000000 -0.198186 -0.331352 0.922458 13848.958637
0.000000 0.000000 0.000000 0.153994 -0.077972 -0.984991 12594.096969
0.000000 0.000000 0.000000 -0.040518 -0.310035 -0.949861 16374.011401
0.000000 0.000000 0.000000 0.073398 -0.580717 -0.810790 15559.331940
0.000000 0.000000 0.000000 -0.826020 0.520748 -0.215665 18729.535159
0.000000 0.000000 0.000000 0.099068 -0.744081 -0.660703 13110.145025
0.000000 0.000000 0.000000 0.632365 0.093367 0.769024 11111.880872
0.000000 0.000000 0.000000 -0.542883 -0.492314 -0.680371 18093.848586
0.000000 0.000000 0.000000 -0.850846 0.143387 0.505471 19128.560554
0.000000 0.000000 0.000000 -0.882585 -0.259312 0.392175 19057.783316
0.000000 0.000000 0.000000 0.110846 -0.959342 0.259568 19545.606519
0.000000 0.000000 0.000000 0.380571 -0.715744 0.585556 14696.408536
0.000000 0.000000 0.000000 0.677497 0.230251 0.698557 13255.940575
0.000000 0.000000 0.000000 -0.704380 0.182000 0.686094 11392.870839
0.000000 0.000000 0.000000 -0.001223 -0.006100 -0.999981 19236.013721
0.000000 0.000000 0.000000 -0.090151 -0.042213 -0.995033 19127.150238
0.000000 0.000000 0.000000 -0.003286 -0.002947 0.999990 10110.823773
0.000000 0.000000 0.000000 -0.157410 0.715099 0.681070 13185.117675
0.000000 0.000000 0.000000 0.290071 -0.587121 0.755743 17222.799597
0.000000 0.000000 0.000000 -0.878819 0.211303 0.427818 13249.004406
0.000000 0.000000 0.000000 0.541730 -0.779658 -0.314105 15881.125939
0.000000 0.000000 0.000000 -0.784814 0.550871 0.283918 14278.309054
0.000000 0.000000 0.000000 -0.969183 -0.179310 -0.168917 18580.328090
0.000000 0.000000 0.000000 -0.099128 0.089219 -0.991067 12229.796249
0.000000 0.000000 0.000000 0.878108 0.310650 -0.363900 15558.022608
0.000000 0.000000 0.000000 0.914252 0.056479 0.401189 10352.746830
0.000000 0.000000 0.000000 0.302594 -0.293041 -0.906953 10238.803290
0.000000 0.000000 0.000000 0.651799 -0.621118 0.435167 15856.841661
0.000000 0.000000 0.000000 -0.544860 -0.786645 -0.290374 18721.359074
0.000000 0.000000 0.000000 -0.031167 -0.020085 -0.999312 17306.991409
0.000000 0.000000 0.000000 0.066703 -0.419193 -0.905443 13528.740398
0.000000 0.000000 0.000000 -0.080928 0.693487 -0.715909 15007.205291
0.000000 0.000000 0.000000 0.589385 0.733496 -0.338540 11273.627687
0.000000 0.000000 0.000000 0.293443 -0.917915 -0.267064 19135.055192
0.000000 0.000000 0.000000 0.783709 0.042369 0.619682 14715.129330
0.000000 0.000000 0.000000 0.413905 0.654945 -0.632242 11782.018618
0.000000 0.000000 0.000000 -0.017941 0.119917 0.992622 19977.144524
0.000000 0.000000 0.000000 -0.722963 0.636227 -0.269330 10921.300706
0.000000 0.000000 0.000000 -0.660255 -0.718753 0.217847 17766.849388
0.000000 0.000000 0.000000 -0.719225 0.047881 -0.693126 16839.864802
0.000000 0.000000 0.000000 -0.240598 0.638980 -0.730628 10286.089950
0.000000 0.000000 0.000000 0.505206 -0.010033 -0.862940 18859.537024
0.000000 0.000000 0.000000 -0.197318 -0.615927 0.762692 19471.949152
0.000000 0.000000 0.000000 -0.977117 -0.212136 -0.015520 13598.295792
0.000000 0.000000 0.000000 0.873454 -0.127283 -0.469976 19270.527763
0.000000 0.000000 0.000000 0.032119 -0.068097 -0.997162 11303.411257
0.000000 0.000000 0.000000 0.838564 -0.327821 -0.435136 11529.212525
0.000000 0.000000 0.000000 0.314787 -0.317294 0.894558 15153.693680
0.000000 0.000000 0.000000 -0.515362 -0.204209 -0.832286 16489.298756
0.000000 0.000000 0.000000 0.263205 0.943568 -0.201003 10892.190440
0.000000 0.000000 0.000000 -0.478238 -0.878118 -0.014051 12664.107076
0.000000 0.000000 0.000000 0.963462 -0.175822 -0.202058 11678.404101
0.000000 0.000000 0.000000 -0.215308 -0.246860 -0.944829 17044.973027
0.000000 0.000000 0.000000 0.995898 0.079368 0.043443 17271.027885
0.000000 0.000000 0.000000 0.113801 0.959117 0.259123 18441.870012
0.000000 0.000000 0.000000 -0.434982 0.560096 0.705041 10571.165639
0.000000 0.000000 0.000000 -0.097652 -0.087748 -0.991345 16210.747825
0.000000 0.000000 0.000000 0.494069 -0.816964 0.297433 11750.565228
0.000000 0.000000 0.000000 0.346000 -0.391445 0.852675 14902.074800
0.000000 0.000000 0.000000 0.255975 -0.027546 -0.966291 12546.890593
0.000000 0.000000 0.000000 -0.942651 0.278249 -0.184357 17284.915683
0.000000 0.000000 0.000000 0.358900 0.588838 -0.724197 15562.056687
0.000000 0.000000 0.000000 0.068038 -0.445106 0.892889 19931.561067
0.000000 0.000000 0.000000 -0.078173 -0.014165 -0.996839 19945.065896
0.000000 0.000000 0.000000 -0.842503 -0.157618 -0.515117 12136.172933
0.000000 0.000000 0.000000 0.584856 0.455686 0.671040 15082.548412
0.000000 0.000000 0.000000 0.311087 -0.607502 0.730867 11866.778336
0.000000 0.000000 0.000000 -0.967908 -0.250679 0.017749 13839.669914
0.000000 0.000000 0.000000 -0.865838 -0.005215 0.500297 16102.250207
0.000000 0.000000 0.000000 -0.073094 -0.145020 0.986725 14279.834178
0.000000 0.000000 0.000000 -0.356669 -0.050564 0.932861 12019.474819
0.000000 0.000000 0.000000 0.016552 0.400634 0.916089 12977.674284
0.000000 0.000000 0.000000 -0.951754 0.191138 -0.240064 13560.490563
0.000000 0.000000 0.000000 0.197846 -0.298183 0.933779 12466.216354
0.000000 0.000000 0.000000 0.063061 -0.070586 -0.995510 16716.668418
0.000000 0.000000 0.000000 -0.593062 0.537540 -0.599440 18802.356687
0.000000 0.000000 0.000000 -0.137468 -0.344273 0.928751 10435.183794
0.000000 0.000000 0.000000 0.927919 0.258379 0.268713 14305.794078
0.000000 0.000000 0.000000 -0.651894 0.284573 -0.702889 15099.651741
0.000000 0.000000 0.000000 -0.046123 -0.013666 -0.998842 10418.318375
0.000000 0.000000 0.000000 -0.039769 -0.207285 0.977472 12069.416704
0.000000 0.000000 0.000000 0.142457 -0.159713 0.976831 15307.791836
0.000000 0.000000 0.000000 0.535296 0.204711 -0.819483 10539.482730
0.000000 0.000000 0.000000 0.433326 -0.663895 -0.609485 10828.421391
