400
0.100000 9.410406 1.675929
-616029.609867 -301698.290038 -1769669.502843
0.100000 10.667979 20.776580
393946.259517 -63016.133715 1855553.771585
0.100000 5.318711 18.292041
1105632.244745 -1646795.054978 2113692.530388
0.100000 2.904118 6.122807
1328320.811418 -3292240.110117 -1983340.299031
0.100000 18.426574 4.391843
-441416.503769 3020061.623461 -2687247.499426
0.100000 14.026313 5.730405
1507327.612224 574381.398338 -1000146.972404
0.100000 12.422237 1.333983
-404642.072200 269934.592059 -1834569.321981
0.100000 15.650055 19.244127
-935290.538120 1347878.516220 2389666.889245
0.100000 13.460135 19.135271
747345.153167 348923.714459 1153834.838155
0.100000 16.799174 18.251636
-904750.882605 1413245.249324 1767206.769845
0.100000 10.352304 12.299932
2411137.854199 -157841.914311 316790.529895
0.100000 13.207602 1.280674
-301370.563264 818192.562046 -3602224.660950
0.100000 8.885396 1.226529
-16666.428978 -401342.878937 -1854963.776307
0.100000 6.113634 18.487053
-850222.840494 -927411.803692 1421011.244013
0.100000 12.317654 18.827504
-2019089.720056 437412.992648 2598444.622651
0.100000 14.901075 19.571420
1116520.984526 1295014.147570 2845397.534522
0.100000 15.300424 19.999242
175732.395357 1048003.294487 2193094.453429
0.100000 4.277137 8.006635
-960301.400672 -953511.331981 -424552.387656
0.100000 15.276031 2.050550
180682.904368 606474.435959 -1269310.764475
0.100000 11.683905 20.974466
76233.958152 253472.441163 3696785.887516
0.100000 10.900508 20.995142
-56061.149291 -18883.156307 1897035.861993
0.100000 12.582774 11.937016
3643015.712420 586615.522430 347281.644855
0.100000 13.980461 20.110441
-945758.852735 989403.858810 3024332.666458
0.100000 5.516207 2.694139
236361.481923 -1336387.548952 -2024118.976386
0.100000 13.056195 1.343997
647296.085099 836164.076608 -3926672.545257
0.100000 10.335928 13.991694
-2319725.182403 -161832.686882 729068.804214
0.100000 11.018485 20.954475
-387515.641219 7517.069806 4048048.293183
0.100000 8.143874 1.458969
219500.960113 -696031.197879 -2325127.085083
0.100000 12.422461 19.378734
-1953211.989868 527199.708540 3105367.801549
0.100000 11.081201 20.999332
-20053.385301 19788.388264 2436813.973845
0.100000 17.058070 9.626675
2904474.339555 2245271.750275 -508988.576719
0.100000 7.504033 14.387584
3237457.082578 -1295692.481978 1255523.167271
0.100000 14.735899 3.578617
2262928.091651 1519226.365540 -3017950.888391
0.100000 15.530527 2.092655
-121308.411034 1503968.914556 -2956912.182365
0.100000 18.509580 9.288842
-2117243.076319 2492905.585342 -568041.705429
0.100000 19.126649 5.423358
626634.265096 3011938.906568 -2066842.837241
0.100000 10.983245 10.829014
-1418102.112916 -2376.341272 -24251.197107
