400
0.100000 10.068552 1.133810
-256172.809552 -178311.669357 -1888733.476102
0.100000 2.311422 6.310820
-226450.490775 -1239378.191983 -668885.998616
0.100000 13.607168 10.210827
1841957.109226 499103.149869 -151075.335810
0.100000 16.619963 2.732621
-75579.917329 1647539.025474 -2423650.916122
0.100000 7.813844 10.453198
1349853.230764 -454487.750792 -77998.374682
0.100000 20.894309 10.820081
-592923.778870 4077279.015951 -74141.614045
0.100000 16.415561 18.824500
-1031970.371685 1818109.070883 2626836.581930
0.100000 3.125787 9.976926
-867087.433872 -1123213.555436 -145935.936572
0.100000 9.849856 1.184460
573050.934414 -431567.589948 -3683078.041995
0.100000 3.308774 17.355051
96575.960071 -1097111.366923 906513.286821
0.100000 6.891368 4.247641
2056532.795466 -1379347.567147 -2266898.105343
0.100000 11.571038 1.202837
563102.202698 167404.441537 -2872119.877347
0.100000 3.100851 12.757761
-1722257.829953 -2315701.287203 515302.283322
0.100000 6.785863 2.510735
610597.145115 -806733.025013 -1625142.041872
0.100000 5.574865 11.254047
-3150660.887586 -2035669.615046 95325.816867
0.100000 2.733672 5.537374
-396309.913576 -2423342.977468 -1601414.435286
0.100000 18.031671 10.811276
-2083693.713490 2061392.849394 -55325.910860
0.100000 1.086951 10.406061
224778.998692 -1897703.940586 -113700.743880
0.100000 2.650757 11.504818
-1839892.775004 -2803003.027540 169477.060159
0.100000 17.723610 17.431967
-1229983.384777 2257246.491282 2159336.245376
0.100000 18.594301 4.909059
942133.761397 3129484.110638 -2509974.688577
0.100000 4.383084 8.336106
2352914.112363 -2221427.236970 -894321.016483
0.100000 9.421780 20.868742
65522.887253 -302126.397135 1889222.087244
0.100000 5.749556 3.703661
1284430.986970 -1539211.431789 -2138982.500056
0.100000 2.772043 7.236715
-1429803.042342 -2762284.919397 -1263407.754452
0.100000 8.588285 20.703915
-18954.839629 -344017.921400 1384210.601928
0.100000 20.218242 13.219563
608316.073648 1764693.615239 424901.991529
0.100000 9.053484 12.845853
-2372115.999533 -479303.701958 454516.898857
0.100000 14.498800 7.082971
1213864.718738 499084.677427 -558742.817438
0.100000 2.238087 7.475933
-1103788.522278 -2941544.599723 -1183097.686481
0.100000 9.555684 13.780244
3188171.731687 -484884.862584 933381.781020
0.100000 16.949999 2.962742
-125.875841 1139037.640233 -1538612.017962
0.100000 13.755766 3.455438
-849727.353227 393095.049562 -1076190.649404
0.100000 6.920899 1.872329
